nose: x=0.0031478819, y=-0.4358971715, z=-0.1623879969
left_eye: x=0.0031478819, y=-0.4358971715, z=-0.1623879969
right_eye: x=0.0031478819, y=-0.4358971715, z=-0.1623879969
left_ear: x=0.0031478819, y=-0.4358971715, z=-0.1623879969
right_ear: x=0.0031478819, y=-0.4358971715, z=-0.1623879969
left_shoulder: x=0.0973119140, y=-0.3141640723, z=-0.0781125873
right_shoulder: x=-0.1136701778, y=-0.3131477833, z=-0.1073584408
left_elbow: x=0.1396639794, y=-0.1343584359, z=0.0025909445
right_elbow: x=-0.1610321403, y=-0.1324619055, z=-0.0355147608
left_wrist: x=0.1403362900, y=0.0212510824, z=0.0126213487
right_wrist: x=-0.1515312344, y=0.0299868509, z=-0.0461115763
left_hip: x=0.0732353777, y=-0.0023251176, z=-0.0017663883
right_hip: x=-0.0724030584, y=-0.0002714321, z=-0.0001356583
left_knee: x=0.0529024750, y=0.2205532789, z=-0.0782749131
right_knee: x=-0.0593547747, y=0.2466185540, z=-0.0559559241
left_ankle: x=0.0255406592, y=0.3653393686, z=0.1019940004
right_ankle: x=-0.0437422320, y=0.4139541388, z=0.1031613797
