nose: x=0.0029047825, y=-0.3923035264, z=-0.1012282372
left_eye: x=0.0029047825, y=-0.3923035264, z=-0.1012282372
right_eye: x=0.0029047825, y=-0.3923035264, z=-0.1012282372
left_ear: x=0.0029047825, y=-0.3923035264, z=-0.1012282372
right_ear: x=0.0029047825, y=-0.3923035264, z=-0.1012282372
left_shoulder: x=0.0945015252, y=-0.2866263390, z=-0.0624803118
right_shoulder: x=-0.1052793637, y=-0.2915676236, z=-0.0659754500
left_elbow: x=0.1305221915, y=-0.1165403202, z=0.0009123301
right_elbow: x=-0.1508258283, y=-0.1186612472, z=-0.0119493082
left_wrist: x=0.1459790468, y=0.0287072808, z=0.0248149596
right_wrist: x=-0.1569490135, y=0.0347907692, z=-0.0024826564
left_hip: x=0.0678816438, y=0.0001570582, z=-0.0093991030
right_hip: x=-0.0687024742, y=-0.0022454560, z=0.0105621386
left_knee: x=0.0272469036, y=-0.0682193413, z=-0.1989857554
right_knee: x=-0.0750397593, y=-0.0911017805, z=-0.1793794483
left_ankle: x=-0.0194249861, y=0.1506918073, z=-0.0960942358
right_ankle: x=-0.0241421387, y=0.1174936444, z=-0.0437677167
