nose: x=-0.0009051007, y=-0.3765487671, z=-0.1483578384
left_eye: x=-0.0009051007, y=-0.3765487671, z=-0.1483578384
right_eye: x=-0.0009051007, y=-0.3765487671, z=-0.1483578384
left_ear: x=-0.0009051007, y=-0.3765487671, z=-0.1483578384
right_ear: x=-0.0009051007, y=-0.3765487671, z=-0.1483578384
left_shoulder: x=0.0939832181, y=-0.2749058008, z=-0.0847902298
right_shoulder: x=-0.1085238010, y=-0.2755555511, z=-0.1009320989
left_elbow: x=0.1321913600, y=-0.1101711616, z=-0.0187779833
right_elbow: x=-0.1519314200, y=-0.1043447927, z=-0.0455927104
left_wrist: x=0.1497337222, y=0.0362178944, z=0.0092561599
right_wrist: x=-0.1578828990, y=0.0525692292, z=-0.0328118727
left_hip: x=0.0680492222, y=-0.0004087463, z=-0.0036874120
right_hip: x=-0.0697690398, y=-0.0016211420, z=0.0053469464
left_knee: x=0.0376584455, y=0.0083036935, z=-0.1993201375
right_knee: x=-0.0711424798, y=-0.0160263348, z=-0.1833214909
left_ankle: x=-0.0145346951, y=0.1616899967, z=-0.0738728195
right_ankle: x=-0.0318282209, y=0.1239589453, z=-0.0294510163
