nose: x=0.0021972097, y=-0.4829172790, z=-0.1226407662
left_eye: x=0.0021972097, y=-0.4829172790, z=-0.1226407662
right_eye: x=0.0021972097, y=-0.4829172790, z=-0.1226407662
left_ear: x=0.0021972097, y=-0.4829172790, z=-0.1226407662
right_ear: x=0.0021972097, y=-0.4829172790, z=-0.1226407662
left_shoulder: x=0.1052882075, y=-0.3454940319, z=-0.0588441081
right_shoulder: x=-0.1185672283, y=-0.3493816257, z=-0.0589656495
left_elbow: x=0.1447206587, y=-0.1566847563, z=0.0339372642
right_elbow: x=-0.1644934714, y=-0.1592157781, z=0.0249581207
left_wrist: x=0.1414377242, y=-0.0026972890, z=0.0677515268
right_wrist: x=-0.1635837257, y=0.0018427595, z=0.0308703575
left_hip: x=0.0797665715, y=0.0010965243, z=-0.0241751522
right_hip: x=-0.0788835213, y=-0.0040323585, z=0.0248159673
left_knee: x=0.0504409671, y=0.2820492983, z=0.0241795965
right_knee: x=-0.0769391060, y=0.2632549703, z=0.0770213827
left_ankle: x=0.0255375821, y=0.5141183138, z=0.1291990131
right_ankle: x=-0.0584183447, y=0.4860460758, z=0.1871444732
