nose: x=-0.0042847875, y=-0.4738593698, z=-0.1324373931
left_eye: x=-0.0042847875, y=-0.4738593698, z=-0.1324373931
right_eye: x=-0.0042847875, y=-0.4738593698, z=-0.1324373931
left_ear: x=-0.0042847875, y=-0.4738593698, z=-0.1324373931
right_ear: x=-0.0042847875, y=-0.4738593698, z=-0.1324373931
left_shoulder: x=0.0946652889, y=-0.3385408521, z=-0.0564297624
right_shoulder: x=-0.1237458214, y=-0.3385214806, z=-0.0779031366
left_elbow: x=0.1402073950, y=-0.1534910053, z=0.0301609263
right_elbow: x=-0.1705359519, y=-0.1501165032, z=0.0009283703
left_wrist: x=0.1396948993, y=0.0007481277, z=0.0467532836
right_wrist: x=-0.1590834260, y=0.0108340830, z=-0.0063593658
left_hip: x=0.0780618191, y=-0.0024898127, z=-0.0118345432
right_hip: x=-0.0780144930, y=0.0009064823, z=0.0111519983
left_knee: x=0.0625747293, y=0.2650207281, z=-0.0147037087
right_knee: x=-0.0642978102, y=0.2742717564, z=0.0304734036
left_ankle: x=0.0459847525, y=0.4609595537, z=0.1361494660
right_ankle: x=-0.0457855090, y=0.4881936908, z=0.1539919376
