nose: x=0.0059025576, y=-0.3948874474, z=-0.1826372445
left_eye: x=0.0059025576, y=-0.3948874474, z=-0.1826372445
right_eye: x=0.0059025576, y=-0.3948874474, z=-0.1826372445
left_ear: x=0.0059025576, y=-0.3948874474, z=-0.1826372445
right_ear: x=0.0059025576, y=-0.3948874474, z=-0.1826372445
left_shoulder: x=0.0973532796, y=-0.2856960893, z=-0.0962017253
right_shoulder: x=-0.1075820327, y=-0.2854843736, z=-0.1229622588
left_elbow: x=0.1387527287, y=-0.1119117588, z=-0.0215371531
right_elbow: x=-0.1552991122, y=-0.1112197489, z=-0.0595564395
left_wrist: x=0.1436549723, y=0.0408808403, z=-0.0029777279
right_wrist: x=-0.1544479281, y=0.0505366810, z=-0.0626933500
left_hip: x=0.0708327517, y=-0.0004070327, z=-0.0004978119
right_hip: x=-0.0704659373, y=-0.0003951937, z=-0.0007705893
left_knee: x=0.0529817417, y=0.1931450218, z=-0.1193560585
right_knee: x=-0.0548787788, y=0.2100059986, z=-0.1155038774
left_ankle: x=0.0192598607, y=0.2991291285, z=0.0459586158
right_ankle: x=-0.0410135128, y=0.3449133039, z=0.0500625819
