nose: x=0.0028717932, y=-0.3909855187, z=-0.1006276459
left_eye: x=0.0028717932, y=-0.3909855187, z=-0.1006276459
right_eye: x=0.0028717932, y=-0.3909855187, z=-0.1006276459
left_ear: x=0.0028717932, y=-0.3909855187, z=-0.1006276459
right_ear: x=0.0028717932, y=-0.3909855187, z=-0.1006276459
left_shoulder: x=0.0945528299, y=-0.2859351337, z=-0.0620689318
right_shoulder: x=-0.1052506790, y=-0.2909035087, z=-0.0652300492
left_elbow: x=0.1305465847, y=-0.1155943200, z=0.0009067347
right_elbow: x=-0.1507395208, y=-0.1179326326, z=-0.0121519398
left_wrist: x=0.1461058855, y=0.0296765938, z=0.0248113144
right_wrist: x=-0.1569215059, y=0.0357947797, z=-0.0030512614
left_hip: x=0.0680028051, y=0.0001587048, z=-0.0092932126
right_hip: x=-0.0686400533, y=-0.0022945851, z=0.0106963990
left_knee: x=0.0289476216, y=-0.0664407760, z=-0.1994092762
right_knee: x=-0.0749021024, y=-0.0895391107, z=-0.1795170754
left_ankle: x=-0.0193675794, y=0.1516467780, z=-0.0963925421
right_ankle: x=-0.0240876861, y=0.1188559532, z=-0.0445321687
