nose: x=0.0030377302, y=-0.3610596657, z=-0.1880304664
left_eye: x=0.0030377302, y=-0.3610596657, z=-0.1880304664
right_eye: x=0.0030377302, y=-0.3610596657, z=-0.1880304664
left_ear: x=0.0030377302, y=-0.3610596657, z=-0.1880304664
right_ear: x=0.0030377302, y=-0.3610596657, z=-0.1880304664
left_shoulder: x=0.0964635462, y=-0.2619445920, z=-0.1043750644
right_shoulder: x=-0.1059533432, y=-0.2604306936, z=-0.1268790066
left_elbow: x=0.1353698373, y=-0.0967119113, z=-0.0352055728
right_elbow: x=-0.1505984366, y=-0.0907628313, z=-0.0708792657
left_wrist: x=0.1469255090, y=0.0517402552, z=-0.0039381422
right_wrist: x=-0.1562999636, y=0.0694943070, z=-0.0675366819
left_hip: x=0.0694321692, y=0.0016056448, z=-0.0000938713
right_hip: x=-0.0707624033, y=-0.0016919076, z=0.0021111835
left_knee: x=0.0473555848, y=0.1559629291, z=-0.1504353881
right_knee: x=-0.0572685078, y=0.1442413926, z=-0.1529169977
left_ankle: x=-0.0055362531, y=0.2399422526, z=-0.0126308538
right_ankle: x=-0.0525004491, y=0.2276708633, z=0.0063570552
