nose: x=0.0008336315, y=-0.3620037436, z=-0.1756363660
left_eye: x=0.0008336315, y=-0.3620037436, z=-0.1756363660
right_eye: x=0.0008336315, y=-0.3620037436, z=-0.1756363660
left_ear: x=0.0008336315, y=-0.3620037436, z=-0.1756363660
right_ear: x=0.0008336315, y=-0.3620037436, z=-0.1756363660
left_shoulder: x=0.0963716209, y=-0.2632024884, z=-0.0984892622
right_shoulder: x=-0.1067969427, y=-0.2613201737, z=-0.1184231639
left_elbow: x=0.1344606876, y=-0.0995697305, z=-0.0306266323
right_elbow: x=-0.1493313462, y=-0.0903726593, z=-0.0649372339
left_wrist: x=0.1500054151, y=0.0472534187, z=0.0018040230
right_wrist: x=-0.1558711380, y=0.0693978220, z=-0.0580009371
left_hip: x=0.0692982972, y=0.0009157509, z=-0.0011341511
right_hip: x=-0.0710382611, y=-0.0020951927, z=0.0040234476
left_knee: x=0.0414972454, y=0.1102537811, z=-0.1723876148
right_knee: x=-0.0629416406, y=0.0836184919, z=-0.1685799062
left_ankle: x=-0.0167932510, y=0.2082981765, z=-0.0468018129
right_ankle: x=-0.0484236963, y=0.1684706509, z=-0.0106849559
