nose: x=-0.0003959457, y=-0.3713275790, z=-0.1564410925
left_eye: x=-0.0003959457, y=-0.3713275790, z=-0.1564410925
right_eye: x=-0.0003959457, y=-0.3713275790, z=-0.1564410925
left_ear: x=-0.0003959457, y=-0.3713275790, z=-0.1564410925
right_ear: x=-0.0003959457, y=-0.3713275790, z=-0.1564410925
left_shoulder: x=0.0949827284, y=-0.2706536055, z=-0.0891447440
right_shoulder: x=-0.1081118509, y=-0.2704738975, z=-0.1062868536
left_elbow: x=0.1331970543, y=-0.1063042805, z=-0.0227640029
right_elbow: x=-0.1508687735, y=-0.0990293026, z=-0.0516942367
left_wrist: x=0.1506017148, y=0.0404334925, z=0.0069605466
right_wrist: x=-0.1572068781, y=0.0588637479, z=-0.0395620540
left_hip: x=0.0684411898, y=0.0000063330, z=-0.0027669556
right_hip: x=-0.0701793432, y=-0.0015460029, z=0.0048011830
left_knee: x=0.0415938683, y=0.0420209169, z=-0.1950151920
right_knee: x=-0.0687292367, y=0.0135368416, z=-0.1817198694
left_ankle: x=-0.0143147269, y=0.1736308336, z=-0.0672234297
right_ankle: x=-0.0361370035, y=0.1340160072, z=-0.0257484987
