nose: x=0.0025911797, y=-0.4829029441, z=-0.1224339753
left_eye: x=0.0025911797, y=-0.4829029441, z=-0.1224339753
right_eye: x=0.0025911797, y=-0.4829029441, z=-0.1224339753
left_ear: x=0.0025911797, y=-0.4829029441, z=-0.1224339753
right_ear: x=0.0025911797, y=-0.4829029441, z=-0.1224339753
left_shoulder: x=0.1056145281, y=-0.3454941511, z=-0.0586993992
right_shoulder: x=-0.1183515638, y=-0.3494942188, z=-0.0587050393
left_elbow: x=0.1447831541, y=-0.1566634029, z=0.0344691873
right_elbow: x=-0.1644471586, y=-0.1592886001, z=0.0255056210
left_wrist: x=0.1413735151, y=-0.0027095899, z=0.0683898181
right_wrist: x=-0.1635604799, y=0.0017219037, z=0.0318385623
left_hip: x=0.0798563212, y=0.0011165440, z=-0.0241938680
right_hip: x=-0.0789348930, y=-0.0040186122, z=0.0249964800
left_knee: x=0.0506398939, y=0.2820520997, z=0.0251537897
right_knee: x=-0.0768017471, y=0.2630900145, z=0.0782411247
left_ankle: x=0.0259025544, y=0.5140677691, z=0.1299258620
right_ankle: x=-0.0581076741, y=0.4861253500, z=0.1877207309
