nose: x=0.0028582322, y=-0.3925863504, z=-0.1014487147
left_eye: x=0.0028582322, y=-0.3925863504, z=-0.1014487147
right_eye: x=0.0028582322, y=-0.3925863504, z=-0.1014487147
left_ear: x=0.0028582322, y=-0.3925863504, z=-0.1014487147
right_ear: x=0.0028582322, y=-0.3925863504, z=-0.1014487147
left_shoulder: x=0.0944656804, y=-0.2867752016, z=-0.0626326054
right_shoulder: x=-0.1052850783, y=-0.2916965485, z=-0.0662315488
left_elbow: x=0.1305121034, y=-0.1168258712, z=0.0009058388
right_elbow: x=-0.1508718133, y=-0.1188579798, z=-0.0119408360
left_wrist: x=0.1459556967, y=0.0283899009, z=0.0247278847
right_wrist: x=-0.1569841504, y=0.0345115438, z=-0.0023869034
left_hip: x=0.0678357184, y=0.0001911893, z=-0.0094392225
right_hip: x=-0.0687207282, y=-0.0022289976, z=0.0105180005
left_knee: x=0.0267727226, y=-0.0688058734, z=-0.1989353299
right_knee: x=-0.0750710294, y=-0.0915927142, z=-0.1793789566
left_ankle: x=-0.0194545649, y=0.1504009068, z=-0.0960320160
right_ankle: x=-0.0241557844, y=0.1171188951, z=-0.0437261127
