nose: x=0.0003810390, y=-0.4611790776, z=-0.1442745924
left_eye: x=0.0003810390, y=-0.4611790776, z=-0.1442745924
right_eye: x=0.0003810390, y=-0.4611790776, z=-0.1442745924
left_ear: x=0.0003810390, y=-0.4611790776, z=-0.1442745924
right_ear: x=0.0003810390, y=-0.4611790776, z=-0.1442745924
left_shoulder: x=0.0967462659, y=-0.3315887451, z=-0.0630678684
right_shoulder: x=-0.1182697266, y=-0.3305681348, z=-0.0915889367
left_elbow: x=0.1398517787, y=-0.1474764347, z=0.0214116052
right_elbow: x=-0.1657434106, y=-0.1448826641, z=-0.0156002603
left_wrist: x=0.1386254132, y=0.0092996806, z=0.0295084342
right_wrist: x=-0.1526558697, y=0.0169184655, z=-0.0264877379
left_hip: x=0.0755398721, y=-0.0032073334, z=-0.0048708729
right_hip: x=-0.0751668066, y=0.0006994680, z=0.0032180864
left_knee: x=0.0579865426, y=0.2426667958, z=-0.0309108123
right_knee: x=-0.0612821579, y=0.2677522302, z=-0.0019375589
left_ankle: x=0.0287999008, y=0.4156100154, z=0.1442432404
right_ankle: x=-0.0453359261, y=0.4640236497, z=0.1353549957
