nose: x=0.0060962122, y=-0.3795395494, z=-0.1874805391
left_eye: x=0.0060962122, y=-0.3795395494, z=-0.1874805391
right_eye: x=0.0060962122, y=-0.3795395494, z=-0.1874805391
left_ear: x=0.0060962122, y=-0.3795395494, z=-0.1874805391
right_ear: x=0.0060962122, y=-0.3795395494, z=-0.1874805391
left_shoulder: x=0.0974882394, y=-0.2750718594, z=-0.1007108241
right_shoulder: x=-0.1058942378, y=-0.2747091055, z=-0.1261028349
left_elbow: x=0.1382231414, y=-0.1046020836, z=-0.0282425154
right_elbow: x=-0.1530063897, y=-0.1028494164, z=-0.0658965185
left_wrist: x=0.1449951530, y=0.0467740409, z=-0.0047160042
right_wrist: x=-0.1550649256, y=0.0584078692, z=-0.0658490285
left_hip: x=0.0701637194, y=0.0003600121, z=-0.0001518507
right_hip: x=-0.0702858269, y=-0.0006018728, z=-0.0002517421
left_knee: x=0.0534799881, y=0.1828069836, z=-0.1321441382
right_knee: x=-0.0540200695, y=0.1918401569, z=-0.1320206821
left_ankle: x=0.0147656081, y=0.2758219540, z=0.0269097090
right_ankle: x=-0.0427499898, y=0.3115118444, z=0.0292063132
