nose: x=0.0035020765, y=-0.4313034117, z=-0.1651517302
left_eye: x=0.0035020765, y=-0.4313034117, z=-0.1651517302
right_eye: x=0.0035020765, y=-0.4313034117, z=-0.1651517302
left_ear: x=0.0035020765, y=-0.4313034117, z=-0.1651517302
right_ear: x=0.0035020765, y=-0.4313034117, z=-0.1651517302
left_shoulder: x=0.0972833186, y=-0.3108973801, z=-0.0806648135
right_shoulder: x=-0.1129913032, y=-0.3100519180, z=-0.1096310765
left_elbow: x=0.1395140588, y=-0.1317426711, z=-0.0007023099
right_elbow: x=-0.1604101956, y=-0.1301395297, z=-0.0386238769
left_wrist: x=0.1406724751, y=0.0236436650, z=0.0101600681
right_wrist: x=-0.1518703252, y=0.0322735459, z=-0.0487248674
left_hip: x=0.0729275197, y=-0.0021271035, z=-0.0015279548
right_hip: x=-0.0721003115, y=-0.0003124923, z=-0.0003407095
left_knee: x=0.0525423251, y=0.2171062827, z=-0.0840943456
right_knee: x=-0.0587147586, y=0.2427472770, z=-0.0641757846
left_ankle: x=0.0246195644, y=0.3576384187, z=0.0954077020
right_ankle: x=-0.0432584584, y=0.4060912430, z=0.0972535312
