nose: x=0.0030153645, y=-0.4828133881, z=-0.1220888644
left_eye: x=0.0030153645, y=-0.4828133881, z=-0.1220888644
right_eye: x=0.0030153645, y=-0.4828133881, z=-0.1220888644
left_ear: x=0.0030153645, y=-0.4828133881, z=-0.1220888644
right_ear: x=0.0030153645, y=-0.4828133881, z=-0.1220888644
left_shoulder: x=0.1059346050, y=-0.3453359008, z=-0.0584588349
right_shoulder: x=-0.1181450784, y=-0.3495249152, z=-0.0583877489
left_elbow: x=0.1448111832, y=-0.1565954238, z=0.0353914127
right_elbow: x=-0.1644620597, y=-0.1593642384, z=0.0262124464
left_wrist: x=0.1412796676, y=-0.0027467459, z=0.0694783032
right_wrist: x=-0.1636067629, y=0.0015785471, z=0.0333160236
left_hip: x=0.0799626186, y=0.0011118427, z=-0.0242524743
right_hip: x=-0.0790035948, y=-0.0039957985, z=0.0252503902
left_knee: x=0.0508845784, y=0.2820516825, z=0.0263407752
right_knee: x=-0.0766794533, y=0.2629301250, z=0.0798096061
left_ankle: x=0.0263148565, y=0.5138632059, z=0.1308302134
right_ankle: x=-0.0577455983, y=0.4861772656, z=0.1884752214
