nose: x=0.0013773493, y=-0.3932762742, z=-0.1078854874
left_eye: x=0.0013773493, y=-0.3932762742, z=-0.1078854874
right_eye: x=0.0013773493, y=-0.3932762742, z=-0.1078854874
left_ear: x=0.0013773493, y=-0.3932762742, z=-0.1078854874
right_ear: x=0.0013773493, y=-0.3932762742, z=-0.1078854874
left_shoulder: x=0.0936480165, y=-0.2868328989, z=-0.0656479895
right_shoulder: x=-0.1056418195, y=-0.2914156318, z=-0.0708793551
left_elbow: x=0.1302184463, y=-0.1186773255, z=0.0000603860
right_elbow: x=-0.1510280073, y=-0.1198026538, z=-0.0139775034
left_wrist: x=0.1461102217, y=0.0256405696, z=0.0234293342
right_wrist: x=-0.1569175422, y=0.0332123488, z=-0.0041205063
left_hip: x=0.0676911026, y=0.0005466342, z=-0.0093298648
right_hip: x=-0.0688422173, y=-0.0020623431, z=0.0096145244
left_knee: x=0.0237005297, y=-0.0754052848, z=-0.1994784772
right_knee: x=-0.0746432766, y=-0.0977449417, z=-0.1773513854
left_ankle: x=-0.0191192329, y=0.1455007792, z=-0.0960711464
right_ankle: x=-0.0237366483, y=0.1117124259, z=-0.0443452857
