nose: x=-0.0033851149, y=-0.4723002613, z=-0.1343958229
left_eye: x=-0.0033851149, y=-0.4723002613, z=-0.1343958229
right_eye: x=-0.0033851149, y=-0.4723002613, z=-0.1343958229
left_ear: x=-0.0033851149, y=-0.4723002613, z=-0.1343958229
right_ear: x=-0.0033851149, y=-0.4723002613, z=-0.1343958229
left_shoulder: x=0.0945811197, y=-0.3375493288, z=-0.0570294634
right_shoulder: x=-0.1230152398, y=-0.3374526501, z=-0.0806631893
left_elbow: x=0.1401387602, y=-0.1527306139, z=0.0295969024
right_elbow: x=-0.1704262793, y=-0.1494292766, z=-0.0019911351
left_wrist: x=0.1394582689, y=0.0018283427, z=0.0439830534
right_wrist: x=-0.1580219865, y=0.0113100335, z=-0.0099890232
left_hip: x=0.0776292458, y=-0.0028799921, z=-0.0103130341
right_hip: x=-0.0776133239, y=0.0012922809, z=0.0094233034
left_knee: x=0.0627160147, y=0.2596192956, z=-0.0156595651
right_knee: x=-0.0632573068, y=0.2745328546, z=0.0258995369
left_ankle: x=0.0441988073, y=0.4414742291, z=0.1492159963
right_ankle: x=-0.0450048596, y=0.4860852957, z=0.1513958424
