nose: x=-0.0011227694, y=-0.3836187124, z=-0.1366290748
left_eye: x=-0.0011227694, y=-0.3836187124, z=-0.1366290748
right_eye: x=-0.0011227694, y=-0.3836187124, z=-0.1366290748
left_ear: x=-0.0011227694, y=-0.3836187124, z=-0.1366290748
right_ear: x=-0.0011227694, y=-0.3836187124, z=-0.1366290748
left_shoulder: x=0.0930050611, y=-0.2804239094, z=-0.0788693354
right_shoulder: x=-0.1082533672, y=-0.2821986675, z=-0.0928665996
left_elbow: x=0.1311038435, y=-0.1153234690, z=-0.0127776759
right_elbow: x=-0.1525081694, y=-0.1114685759, z=-0.0366508067
left_wrist: x=0.1485958397, y=0.0301606879, z=0.0128403995
right_wrist: x=-0.1579828113, y=0.0437947586, z=-0.0242662672
left_hip: x=0.0678247660, y=-0.0006649643, z=-0.0052147782
right_hip: x=-0.0691965595, y=-0.0019186512, z=0.0062898295
left_knee: x=0.0320228338, y=-0.0305214599, z=-0.2012363225
right_knee: x=-0.0732027069, y=-0.0533403009, z=-0.1827583313
left_ankle: x=-0.0155313462, y=0.1492651254, z=-0.0811977983
right_ankle: x=-0.0269809216, y=0.1136565953, z=-0.0343842357
