nose: x=0.0047568749, y=-0.4633290768, z=-0.1126676500
left_eye: x=0.0047568749, y=-0.4633290768, z=-0.1126676500
right_eye: x=0.0047568749, y=-0.4633290768, z=-0.1126676500
left_ear: x=0.0047568749, y=-0.4633290768, z=-0.1126676500
right_ear: x=0.0047568749, y=-0.4633290768, z=-0.1126676500
left_shoulder: x=0.1043767929, y=-0.3271884918, z=-0.0477201082
right_shoulder: x=-0.1063735336, y=-0.3239797056, z=-0.0632643998
left_elbow: x=0.1455528438, y=-0.1579122394, z=0.0550185069
right_elbow: x=-0.1549027264, y=-0.1540438682, z=0.0343539491
left_wrist: x=0.1308012307, y=-0.0051748008, z=0.0905365422
right_wrist: x=-0.1407747865, y=0.0011766404, z=0.0634433106
left_hip: x=0.0779745355, y=0.0006198585, z=-0.0054727541
right_hip: x=-0.0784782022, y=-0.0020171702, z=0.0123505220
left_knee: x=0.0524211451, y=0.2601101995, z=0.0685347766
right_knee: x=-0.0669760257, y=0.2533905804, z=0.0861823633
left_ankle: x=0.0355851166, y=0.4920440912, z=0.1401379406
right_ankle: x=-0.0586115196, y=0.4811810553, z=0.1656670272
