nose: x=0.0048881010, y=-0.4636182785, z=-0.1124758869
left_eye: x=0.0048881010, y=-0.4636182785, z=-0.1124758869
right_eye: x=0.0048881010, y=-0.4636182785, z=-0.1124758869
left_ear: x=0.0048881010, y=-0.4636182785, z=-0.1124758869
right_ear: x=0.0048881010, y=-0.4636182785, z=-0.1124758869
left_shoulder: x=0.1044333950, y=-0.3274080157, z=-0.0475812592
right_shoulder: x=-0.1064245701, y=-0.3240780830, z=-0.0630971938
left_elbow: x=0.1454248130, y=-0.1581294090, z=0.0552317537
right_elbow: x=-0.1549690962, y=-0.1541415900, z=0.0342211165
left_wrist: x=0.1308581829, y=-0.0052338988, z=0.0905671269
right_wrist: x=-0.1407958716, y=0.0012892708, z=0.0635263771
left_hip: x=0.0779952034, y=0.0005489513, z=-0.0054766964
right_hip: x=-0.0785209984, y=-0.0020228028, z=0.0124314697
left_knee: x=0.0523545444, y=0.2599832118, z=0.0690077096
right_knee: x=-0.0669827312, y=0.2533552945, z=0.0862374008
left_ankle: x=0.0353966616, y=0.4916843772, z=0.1406194419
right_ankle: x=-0.0586043969, y=0.4808948636, z=0.1659771502
