nose: x=0.0053316704, y=-0.4651133716, z=-0.1106034219
left_eye: x=0.0053316704, y=-0.4651133716, z=-0.1106034219
right_eye: x=0.0053316704, y=-0.4651133716, z=-0.1106034219
left_ear: x=0.0053316704, y=-0.4651133716, z=-0.1106034219
right_ear: x=0.0053316704, y=-0.4651133716, z=-0.1106034219
left_shoulder: x=0.1054682881, y=-0.3287454844, z=-0.0464074165
right_shoulder: x=-0.1063757464, y=-0.3253943920, z=-0.0619750321
left_elbow: x=0.1450787485, y=-0.1598009914, z=0.0572271347
right_elbow: x=-0.1552324295, y=-0.1553093046, z=0.0347851664
left_wrist: x=0.1302073598, y=-0.0067492500, z=0.0915248692
right_wrist: x=-0.1411870718, y=0.0008492023, z=0.0644198731
left_hip: x=0.0781633407, y=-0.0000831336, z=-0.0045252349
right_hip: x=-0.0786529854, y=-0.0020383522, z=0.0127161928
left_knee: x=0.0523913689, y=0.2583329082, z=0.0709612593
right_knee: x=-0.0671244264, y=0.2526795268, z=0.0878371447
left_ankle: x=0.0355411395, y=0.4872789383, z=0.1421972513
right_ankle: x=-0.0576878935, y=0.4777501523, z=0.1685118377
