nose: x=0.0054710768, y=-0.4643627405, z=-0.1118490696
left_eye: x=0.0054710768, y=-0.4643627405, z=-0.1118490696
right_eye: x=0.0054710768, y=-0.4643627405, z=-0.1118490696
left_ear: x=0.0054710768, y=-0.4643627405, z=-0.1118490696
right_ear: x=0.0054710768, y=-0.4643627405, z=-0.1118490696
left_shoulder: x=0.1047194377, y=-0.3277891278, z=-0.0470113941
right_shoulder: x=-0.1063773036, y=-0.3246073127, z=-0.0625983030
left_elbow: x=0.1451647133, y=-0.1585435271, z=0.0557624623
right_elbow: x=-0.1550915390, y=-0.1544972360, z=0.0343882963
left_wrist: x=0.1306252480, y=-0.0053625330, z=0.0907032192
right_wrist: x=-0.1409950554, y=0.0012074932, z=0.0634899065
left_hip: x=0.0779665560, y=0.0003623813, z=-0.0052258857
right_hip: x=-0.0785421580, y=-0.0020057186, z=0.0125227524
left_knee: x=0.0522340089, y=0.2596318424, z=0.0696450472
right_knee: x=-0.0670835376, y=0.2532063127, z=0.0863901675
left_ankle: x=0.0351136215, y=0.4906656742, z=0.1410716474
right_ankle: x=-0.0586077310, y=0.4801966250, z=0.1667167097
