nose: x=0.0026941043, y=-0.4649968743, z=-0.1112484783
left_eye: x=0.0026941043, y=-0.4649968743, z=-0.1112484783
right_eye: x=0.0026941043, y=-0.4649968743, z=-0.1112484783
left_ear: x=0.0026941043, y=-0.4649968743, z=-0.1112484783
right_ear: x=0.0026941043, y=-0.4649968743, z=-0.1112484783
left_shoulder: x=0.1041238904, y=-0.3294113874, z=-0.0469220765
right_shoulder: x=-0.1078554243, y=-0.3254891038, z=-0.0622325726
left_elbow: x=0.1445255876, y=-0.1610697061, z=0.0569798835
right_elbow: x=-0.1563821137, y=-0.1557694227, z=0.0344268121
left_wrist: x=0.1300315112, y=-0.0079310313, z=0.0924279839
right_wrist: x=-0.1415956169, y=0.0006135702, z=0.0641526654
left_hip: x=0.0782479644, y=-0.0002101064, z=-0.0047972165
right_hip: x=-0.0786744580, y=-0.0020361468, z=0.0130499126
left_knee: x=0.0530952290, y=0.2580063045, z=0.0717728958
right_knee: x=-0.0663919896, y=0.2526329458, z=0.0889477804
left_ankle: x=0.0371374637, y=0.4862273037, z=0.1422701031
right_ankle: x=-0.0557560399, y=0.4773138762, z=0.1688759625
