nose: x=0.0061290739, y=-0.4632319808, z=-0.1127289236
left_eye: x=0.0061290739, y=-0.4632319808, z=-0.1127289236
right_eye: x=0.0061290739, y=-0.4632319808, z=-0.1127289236
left_ear: x=0.0061290739, y=-0.4632319808, z=-0.1127289236
right_ear: x=0.0061290739, y=-0.4632319808, z=-0.1127289236
left_shoulder: x=0.1051214188, y=-0.3265296221, z=-0.0472107977
right_shoulder: x=-0.1058029756, y=-0.3242890239, z=-0.0639187545
left_elbow: x=0.1458564103, y=-0.1576366574, z=0.0556648634
right_elbow: x=-0.1552202404, y=-0.1543248296, z=0.0346269272
left_wrist: x=0.1304248422, y=-0.0053532496, z=0.0916680247
right_wrist: x=-0.1413336992, y=0.0005974621, z=0.0634462461
left_hip: x=0.0780759975, y=0.0005467683, z=-0.0059591131
right_hip: x=-0.0785963982, y=-0.0018745065, z=0.0119602038
left_knee: x=0.0524854213, y=0.2598238289, z=0.0683369935
right_knee: x=-0.0670656711, y=0.2531802356, z=0.0862493515
left_ankle: x=0.0356170721, y=0.4916346073, z=0.1388656497
right_ankle: x=-0.0586885251, y=0.4807746410, z=0.1651747525
