nose: x=0.0077712527, y=-0.4631031752, z=-0.1128287017
left_eye: x=0.0077712527, y=-0.4631031752, z=-0.1128287017
right_eye: x=0.0077712527, y=-0.4631031752, z=-0.1128287017
left_ear: x=0.0077712527, y=-0.4631031752, z=-0.1128287017
right_ear: x=0.0077712527, y=-0.4631031752, z=-0.1128287017
left_shoulder: x=0.1058218926, y=-0.3259990811, z=-0.0468222275
right_shoulder: x=-0.1051845104, y=-0.3245362639, z=-0.0643418357
left_elbow: x=0.1458327770, y=-0.1573428363, z=0.0562406406
right_elbow: x=-0.1553556025, y=-0.1547186375, z=0.0343246125
left_wrist: x=0.1303705573, y=-0.0052944124, z=0.0922665372
right_wrist: x=-0.1417621672, y=0.0002801865, z=0.0632535592
left_hip: x=0.0781830326, y=0.0005261227, z=-0.0062911035
right_hip: x=-0.0787074268, y=-0.0017635748, z=0.0118423868
left_knee: x=0.0522626713, y=0.2598956227, z=0.0685186833
right_knee: x=-0.0673339069, y=0.2532361448, z=0.0863944590
left_ankle: x=0.0351995751, y=0.4915592670, z=0.1383486390
right_ankle: x=-0.0591605492, y=0.4806821942, z=0.1650731266
