nose: x=0.0024913889, y=-0.4650880694, z=-0.1113380790
left_eye: x=0.0024913889, y=-0.4650880694, z=-0.1113380790
right_eye: x=0.0024913889, y=-0.4650880694, z=-0.1113380790
left_ear: x=0.0024913889, y=-0.4650880694, z=-0.1113380790
right_ear: x=0.0024913889, y=-0.4650880694, z=-0.1113380790
left_shoulder: x=0.1039902121, y=-0.3294883668, z=-0.0469938889
right_shoulder: x=-0.1079387590, y=-0.3254978657, z=-0.0622139201
left_elbow: x=0.1445043534, y=-0.1611597687, z=0.0569854602
right_elbow: x=-0.1564795226, y=-0.1557528675, z=0.0345042311
left_wrist: x=0.1300692260, y=-0.0079725832, z=0.0924222991
right_wrist: x=-0.1415412873, y=0.0006408393, z=0.0640606433
left_hip: x=0.0782599971, y=-0.0002067983, z=-0.0048009362
right_hip: x=-0.0786731839, y=-0.0020606965, z=0.0131008560
left_knee: x=0.0531596206, y=0.2580102980, z=0.0718530715
right_knee: x=-0.0663117543, y=0.2526348829, z=0.0889888629
left_ankle: x=0.0372821875, y=0.4862526655, z=0.1422235817
right_ankle: x=-0.0555897057, y=0.4773478806, z=0.1688237786
