nose: x=0.0041373060, y=-0.4655572772, z=-0.1105080694
left_eye: x=0.0041373060, y=-0.4655572772, z=-0.1105080694
right_eye: x=0.0041373060, y=-0.4655572772, z=-0.1105080694
left_ear: x=0.0041373060, y=-0.4655572772, z=-0.1105080694
right_ear: x=0.0041373060, y=-0.4655572772, z=-0.1105080694
left_shoulder: x=0.1050395742, y=-0.3292563558, z=-0.0462984666
right_shoulder: x=-0.1071178913, y=-0.3256563842, z=-0.0619139671
left_elbow: x=0.1447907686, y=-0.1604811400, z=0.0573864989
right_elbow: x=-0.1557194144, y=-0.1556056440, z=0.0345662236
left_wrist: x=0.1299231946, y=-0.0073481202, z=0.0922817141
right_wrist: x=-0.1415580511, y=0.0007231012, z=0.0644728988
left_hip: x=0.0782860518, y=-0.0002804399, z=-0.0045945817
right_hip: x=-0.0787931532, y=-0.0020512640, z=0.0128020523
left_knee: x=0.0526111238, y=0.2579982281, z=0.0713191777
right_knee: x=-0.0670894384, y=0.2525053918, z=0.0884757936
left_ankle: x=0.0359963924, y=0.4862065017, z=0.1420820355
right_ankle: x=-0.0571962371, y=0.4769879282, z=0.1689462662
