nose: x=0.0059036901, y=-0.4647043943, z=-0.1110778302
left_eye: x=0.0059036901, y=-0.4647043943, z=-0.1110778302
right_eye: x=0.0059036901, y=-0.4647043943, z=-0.1110778302
left_ear: x=0.0059036901, y=-0.4647043943, z=-0.1110778302
right_ear: x=0.0059036901, y=-0.4647043943, z=-0.1110778302
left_shoulder: x=0.1051030606, y=-0.3281760514, z=-0.0464926399
right_shoulder: x=-0.1061527953, y=-0.3250069618, z=-0.0620645955
left_elbow: x=0.1450619698, y=-0.1590865999, z=0.0565381907
right_elbow: x=-0.1548947394, y=-0.1548376381, z=0.0347690992
left_wrist: x=0.1303249896, y=-0.0058765635, z=0.0911971182
right_wrist: x=-0.1408246160, y=0.0009940341, z=0.0639718249
left_hip: x=0.0780006871, y=0.0001559928, z=-0.0047822725
right_hip: x=-0.0785942003, y=-0.0020661056, z=0.0126762064
left_knee: x=0.0522909909, y=0.2590595484, z=0.0702308714
right_knee: x=-0.0671298057, y=0.2529097795, z=0.0871104151
left_ankle: x=0.0351847969, y=0.4889721274, z=0.1417011619
right_ankle: x=-0.0583199263, y=0.4789230525, z=0.1678315699
