nose: x=0.0056483839, y=-0.4649886191, z=-0.1107446477
left_eye: x=0.0056483839, y=-0.4649886191, z=-0.1107446477
right_eye: x=0.0056483839, y=-0.4649886191, z=-0.1107446477
left_ear: x=0.0056483839, y=-0.4649886191, z=-0.1107446477
right_ear: x=0.0056483839, y=-0.4649886191, z=-0.1107446477
left_shoulder: x=0.1054538563, y=-0.3285908103, z=-0.0464220494
right_shoulder: x=-0.1062129289, y=-0.3253266811, z=-0.0619413480
left_elbow: x=0.1450859904, y=-0.1596392840, z=0.0569322556
right_elbow: x=-0.1550719440, y=-0.1552398652, z=0.0347657129
left_wrist: x=0.1302607954, y=-0.0064832345, z=0.0913463235
right_wrist: x=-0.1410354078, y=0.0009107962, z=0.0643134713
left_hip: x=0.0781173557, y=-0.0000183359, z=-0.0045659104
right_hip: x=-0.0786421746, y=-0.0020643324, z=0.0127196237
left_knee: x=0.0523077101, y=0.2585656047, z=0.0707461834
right_knee: x=-0.0671850368, y=0.2527439892, z=0.0876015723
left_ankle: x=0.0353188664, y=0.4877350032, z=0.1421977878
right_ankle: x=-0.0579662845, y=0.4780366719, z=0.1684412062
