nose: x=0.0065937624, y=-0.4631291032, z=-0.1127767712
left_eye: x=0.0065937624, y=-0.4631291032, z=-0.1127767712
right_eye: x=0.0065937624, y=-0.4631291032, z=-0.1127767712
left_ear: x=0.0065937624, y=-0.4631291032, z=-0.1127767712
right_ear: x=0.0065937624, y=-0.4631291032, z=-0.1127767712
left_shoulder: x=0.1053162813, y=-0.3263378143, z=-0.0471063405
right_shoulder: x=-0.1056172028, y=-0.3243419528, z=-0.0640539229
left_elbow: x=0.1458196640, y=-0.1575048119, z=0.0558477640
right_elbow: x=-0.1552748680, y=-0.1544437259, z=0.0345985852
left_wrist: x=0.1303433776, y=-0.0053559616, z=0.0918426663
right_wrist: x=-0.1415103674, y=0.0004498288, z=0.0634408966
left_hip: x=0.0780804232, y=0.0005335286, z=-0.0060842889
right_hip: x=-0.0786391348, y=-0.0018265769, z=0.0119319214
left_knee: x=0.0523619018, y=0.2598028779, z=0.0683475137
right_knee: x=-0.0671930164, y=0.2531475425, z=0.0862885118
left_ankle: x=0.0354150608, y=0.4915750027, z=0.1386751682
right_ankle: x=-0.0589014478, y=0.4807120264, z=0.1651590466
