nose: x=0.0059051965, y=-0.4646989703, z=-0.1110118181
left_eye: x=0.0059051965, y=-0.4646989703, z=-0.1110118181
right_eye: x=0.0059051965, y=-0.4646989703, z=-0.1110118181
left_ear: x=0.0059051965, y=-0.4646989703, z=-0.1110118181
right_ear: x=0.0059051965, y=-0.4646989703, z=-0.1110118181
left_shoulder: x=0.1051883847, y=-0.3282226920, z=-0.0464623496
right_shoulder: x=-0.1061211675, y=-0.3250427842, z=-0.0620246381
left_elbow: x=0.1450671703, y=-0.1591797620, z=0.0565704331
right_elbow: x=-0.1548801363, y=-0.1549231559, z=0.0347870030
left_wrist: x=0.1302958727, y=-0.0059710592, z=0.0912397653
right_wrist: x=-0.1408396214, y=0.0009809434, z=0.0640669912
left_hip: x=0.0780103058, y=0.0001279265, z=-0.0047226399
right_hip: x=-0.0785921663, y=-0.0020669624, z=0.0127027566
left_knee: x=0.0522722267, y=0.2589712739, z=0.0703073442
right_knee: x=-0.0671391934, y=0.2528658509, z=0.0872363150
left_ankle: x=0.0351959057, y=0.4886584580, z=0.1417674273
right_ankle: x=-0.0582425892, y=0.4786658883, z=0.1679550409
