nose: x=0.0048787300, y=-0.4633224607, z=-0.1127181798
left_eye: x=0.0048787300, y=-0.4633224607, z=-0.1127181798
right_eye: x=0.0048787300, y=-0.4633224607, z=-0.1127181798
left_ear: x=0.0048787300, y=-0.4633224607, z=-0.1127181798
right_ear: x=0.0048787300, y=-0.4633224607, z=-0.1127181798
left_shoulder: x=0.1044553369, y=-0.3270268440, z=-0.0476377346
right_shoulder: x=-0.1062717810, y=-0.3240265846, z=-0.0634367764
left_elbow: x=0.1456932127, y=-0.1578434110, z=0.0550254658
right_elbow: x=-0.1549305022, y=-0.1540642679, z=0.0344707482
left_wrist: x=0.1307016611, y=-0.0051984787, z=0.0907697007
right_wrist: x=-0.1408354789, y=0.0010449961, z=0.0634329915
left_hip: x=0.0779867470, y=0.0006134808, z=-0.0055484255
right_hip: x=-0.0784667581, y=-0.0020153597, z=0.0122302128
left_knee: x=0.0524991155, y=0.2600594163, z=0.0683422387
right_knee: x=-0.0669195578, y=0.2533327341, z=0.0861378461
left_ankle: x=0.0357539579, y=0.4919908643, z=0.1397691071
right_ankle: x=-0.0584734529, y=0.4811484814, z=0.1654516459
