nose: x=0.0028028395, y=-0.4650047421, z=-0.1112318709
left_eye: x=0.0028028395, y=-0.4650047421, z=-0.1112318709
right_eye: x=0.0028028395, y=-0.4650047421, z=-0.1112318709
left_ear: x=0.0028028395, y=-0.4650047421, z=-0.1112318709
right_ear: x=0.0028028395, y=-0.4650047421, z=-0.1112318709
left_shoulder: x=0.1041787043, y=-0.3293709457, z=-0.0469018742
right_shoulder: x=-0.1078072637, y=-0.3254736662, z=-0.0622541271
left_elbow: x=0.1445272565, y=-0.1610065401, z=0.0569811575
right_elbow: x=-0.1563331634, y=-0.1557320952, z=0.0343618318
left_wrist: x=0.1299985349, y=-0.0078988224, z=0.0924133211
right_wrist: x=-0.1416130364, y=0.0006148368, z=0.0641696975
left_hip: x=0.0782362968, y=-0.0002171248, z=-0.0047736783
right_hip: x=-0.0786756426, y=-0.0020209774, z=0.0130213816
left_knee: x=0.0530604050, y=0.2580049038, z=0.0717588291
right_knee: x=-0.0664441735, y=0.2526319027, z=0.0889432132
left_ankle: x=0.0370656922, y=0.4862040877, z=0.1422779262
right_ankle: x=-0.0558491759, y=0.4772812724, z=0.1688861549
