nose: x=0.0049893423, y=-0.4638402462, z=-0.1123209000
left_eye: x=0.0049893423, y=-0.4638402462, z=-0.1123209000
right_eye: x=0.0049893423, y=-0.4638402462, z=-0.1123209000
left_ear: x=0.0049893423, y=-0.4638402462, z=-0.1123209000
right_ear: x=0.0049893423, y=-0.4638402462, z=-0.1123209000
left_shoulder: x=0.1044807583, y=-0.3275202513, z=-0.0473991930
right_shoulder: x=-0.1064290479, y=-0.3241855800, z=-0.0629937127
left_elbow: x=0.1453571469, y=-0.1582521498, z=0.0553957894
right_elbow: x=-0.1550033540, y=-0.1542332917, z=0.0342731997
left_wrist: x=0.1308147609, y=-0.0052500218, z=0.0906266570
right_wrist: x=-0.1407885700, y=0.0012783036, z=0.0635301918
left_hip: x=0.0779809505, y=0.0004965290, z=-0.0054419995
right_hip: x=-0.0785250068, y=-0.0020181909, z=0.0124786329
left_knee: x=0.0523209274, y=0.2599633336, z=0.0691775754
right_knee: x=-0.0669910312, y=0.2533565760, z=0.0862551853
left_ankle: x=0.0353218727, y=0.4915311635, z=0.1408173889
right_ankle: x=-0.0585777983, y=0.4808099866, z=0.1661953777
