nose: x=0.3289090991, y=-0.5587459803, z=-0.0060548773
left_eye: x=0.3289090991, y=-0.5587459803, z=-0.0060548773
right_eye: x=0.3289090991, y=-0.5587459803, z=-0.0060548773
left_ear: x=0.3289090991, y=-0.5587459803, z=-0.0060548773
right_ear: x=0.3289090991, y=-0.5587459803, z=-0.0060548773
left_shoulder: x=0.1149507165, y=-0.4787795842, z=0.1541365981
right_shoulder: x=0.1534221023, y=-0.4931699932, z=-0.1534374058
left_elbow: x=0.1078683734, y=-0.1987437308, z=0.2184769064
right_elbow: x=0.1066512167, y=-0.1913457662, z=-0.2493700534
left_wrist: x=0.2450379878, y=-0.0463999026, z=0.2370102257
right_wrist: x=0.3504959047, y=-0.0472420901, z=-0.3107416630
left_hip: x=0.0061916867, y=-0.0101652667, z=0.1107068211
right_hip: x=-0.0036042705, y=0.0174118951, z=-0.1125473306
left_knee: x=0.2909393609, y=0.1518339217, z=0.2482390106
right_knee: x=0.3172869682, y=0.2103955448, z=-0.1322796941
left_ankle: x=-0.0236556716, y=0.1481956095, z=0.1569316089
right_ankle: x=-0.0186402239, y=0.2366790771, z=-0.0568799004
