nose: x=0.4252697825, y=-0.4829371572, z=0.0123435883
left_eye: x=0.4252697825, y=-0.4829371572, z=0.0123435883
right_eye: x=0.4252697825, y=-0.4829371572, z=0.0123435883
left_ear: x=0.4252697825, y=-0.4829371572, z=0.0123435883
right_ear: x=0.4252697825, y=-0.4829371572, z=0.0123435883
left_shoulder: x=0.2243197262, y=-0.4245821834, z=0.1735325456
right_shoulder: x=0.2470923662, y=-0.4610935450, z=-0.1287141740
left_elbow: x=0.2369314134, y=-0.1282117367, z=0.1553971767
right_elbow: x=0.2174041420, y=-0.1386978626, z=-0.1758642942
left_wrist: x=0.3538746238, y=0.0925964490, z=0.1703277081
right_wrist: x=0.4055882692, y=0.1221482754, z=-0.2007380426
left_hip: x=0.0111475484, y=-0.0095770992, z=0.1078801900
right_hip: x=-0.0052215541, y=0.0167272761, z=-0.1140279025
left_knee: x=0.3177769482, y=0.1109065264, z=0.2362370789
right_knee: x=0.3573550284, y=0.1550524533, z=-0.1188849807
left_ankle: x=-0.0118521526, y=0.1276057959, z=0.1679954827
right_ankle: x=0.0331334174, y=0.2141362727, z=-0.0653365105
