nose: x=0.2304047644, y=-0.6014298201, z=-0.0091515156
left_eye: x=0.2304047644, y=-0.6014298201, z=-0.0091515156
right_eye: x=0.2304047644, y=-0.6014298201, z=-0.0091515156
left_ear: x=0.2304047644, y=-0.6014298201, z=-0.0091515156
right_ear: x=0.2304047644, y=-0.6014298201, z=-0.0091515156
left_shoulder: x=0.0367276929, y=-0.4970256984, z=0.1262835860
right_shoulder: x=0.0758807063, y=-0.5167993307, z=-0.1642541736
left_elbow: x=0.0192428213, y=-0.1815112233, z=0.1498953551
right_elbow: x=0.0205410495, y=-0.2078734636, z=-0.2215453237
left_wrist: x=0.1009562612, y=0.0455061756, z=0.1430665255
right_wrist: x=0.1800339520, y=0.0480112545, z=-0.2463887632
left_hip: x=0.0042818943, y=-0.0119730048, z=0.1090989932
right_hip: x=0.0008383777, y=0.0161639750, z=-0.1103090420
left_knee: x=0.2460022718, y=0.1788893342, z=0.2725052834
right_knee: x=0.2884645760, y=0.2419588864, z=-0.1011772379
left_ankle: x=0.0022006352, y=0.1938780248, z=0.1154940873
right_ankle: x=0.0535697192, y=0.2662046552, z=-0.1026682854
