nose: x=0.1017263308, y=-0.5363811255, z=-0.1174420416
left_eye: x=0.1017263308, y=-0.5363811255, z=-0.1174420416
right_eye: x=0.1017263308, y=-0.5363811255, z=-0.1174420416
left_ear: x=0.1017263308, y=-0.5363811255, z=-0.1174420416
right_ear: x=0.1017263308, y=-0.5363811255, z=-0.1174420416
left_shoulder: x=-0.0003139963, y=-0.4432143569, z=0.0312372241
right_shoulder: x=-0.0483942926, y=-0.4762519002, z=-0.2250446379
left_elbow: x=-0.0104159005, y=-0.2248129547, z=0.1683648527
right_elbow: x=-0.1037600264, y=-0.2912357450, z=-0.3302270770
left_wrist: x=0.1256126463, y=-0.1208484992, z=0.0851470977
right_wrist: x=0.1110298336, y=-0.1481551528, z=-0.2306477278
left_hip: x=0.0125466837, y=0.0040104389, z=0.1137994081
right_hip: x=-0.0131351501, y=0.0003526807, z=-0.1177479103
left_knee: x=-0.0032783002, y=0.3975607753, z=0.1475676596
right_knee: x=-0.0118754096, y=0.4089285731, z=-0.0064149247
left_ankle: x=-0.0643055737, y=0.8019740582, z=0.1865325868
right_ankle: x=-0.0806080252, y=0.8277572393, z=0.0789331496
