nose: x=0.3166670799, y=-0.5669480562, z=-0.0089042876
left_eye: x=0.3166670799, y=-0.5669480562, z=-0.0089042876
right_eye: x=0.3166670799, y=-0.5669480562, z=-0.0089042876
left_ear: x=0.3166670799, y=-0.5669480562, z=-0.0089042876
right_ear: x=0.3166670799, y=-0.5669480562, z=-0.0089042876
left_shoulder: x=0.1062542647, y=-0.4832656980, z=0.1509549022
right_shoulder: x=0.1407761425, y=-0.4980041087, z=-0.1553260982
left_elbow: x=0.0974712893, y=-0.2029805481, z=0.2187146395
right_elbow: x=0.0849276334, y=-0.1996629983, z=-0.2532088459
left_wrist: x=0.2346749604, y=-0.0518438779, z=0.2370130420
right_wrist: x=0.3268090487, y=-0.0617587082, z=-0.3099393845
left_hip: x=0.0065067974, y=-0.0105132908, z=0.1111376509
right_hip: x=-0.0040798541, y=0.0171906427, z=-0.1124071032
left_knee: x=0.2932908833, y=0.1472992748, z=0.2481037229
right_knee: x=0.3209214211, y=0.2069647908, z=-0.1324201524
left_ankle: x=-0.0245672986, y=0.1485269964, z=0.1569251418
right_ankle: x=-0.0194955301, y=0.2367213666, z=-0.0562058762
