nose: x=0.4334368706, y=-0.4744215012, z=0.0134013724
left_eye: x=0.4334368706, y=-0.4744215012, z=0.0134013724
right_eye: x=0.4334368706, y=-0.4744215012, z=0.0134013724
left_ear: x=0.4334368706, y=-0.4744215012, z=0.0134013724
right_ear: x=0.4334368706, y=-0.4744215012, z=0.0134013724
left_shoulder: x=0.2325834334, y=-0.4178412557, z=0.1742331684
right_shoulder: x=0.2539393902, y=-0.4550940990, z=-0.1274814308
left_elbow: x=0.2389454544, y=-0.1214961037, z=0.1522122324
right_elbow: x=0.2286783010, y=-0.1305911839, z=-0.1671608388
left_wrist: x=0.3426427245, y=0.1089547127, z=0.1656934619
right_wrist: x=0.4031407237, y=0.1468298137, z=-0.1866815537
left_hip: x=0.0117811421, y=-0.0092035457, z=0.1082072407
right_hip: x=-0.0049857995, y=0.0165449828, z=-0.1145089269
left_knee: x=0.3152221739, y=0.1090072393, z=0.2377520800
right_knee: x=0.3548406363, y=0.1541675031, z=-0.1164540723
left_ankle: x=-0.0075818314, y=0.1277168393, z=0.1706354916
right_ankle: x=0.0366981775, y=0.2124817371, z=-0.0658037812
