nose: x=0.2156020403, y=-0.6073439121, z=-0.0260865130
left_eye: x=0.2156020403, y=-0.6073439121, z=-0.0260865130
right_eye: x=0.2156020403, y=-0.6073439121, z=-0.0260865130
left_ear: x=0.2156020403, y=-0.6073439121, z=-0.0260865130
right_ear: x=0.2156020403, y=-0.6073439121, z=-0.0260865130
left_shoulder: x=0.0419039652, y=-0.5028501749, z=0.1269687861
right_shoulder: x=0.0442479029, y=-0.5231869221, z=-0.1636209190
left_elbow: x=0.0074761305, y=-0.2253233492, z=0.2070893496
right_elbow: x=-0.1033852696, y=-0.2447970212, z=-0.2317959517
left_wrist: x=0.1453976631, y=-0.0778734982, z=0.2218124866
right_wrist: x=0.1255521774, y=-0.0984094441, z=-0.2618159652
left_hip: x=0.0067144805, y=-0.0125633478, z=0.1122190058
right_hip: x=-0.0070441784, y=0.0155580044, z=-0.1123536825
left_knee: x=0.2754992843, y=0.1479061544, z=0.2548313737
right_knee: x=0.2815387547, y=0.2283490002, z=-0.1430653781
left_ankle: x=-0.0422894768, y=0.1520260572, z=0.1608198285
right_ankle: x=-0.0368962511, y=0.2425775528, z=-0.0584957227
