nose: x=0.2332482338, y=-0.5590617657, z=-0.0461840890
left_eye: x=0.2332482338, y=-0.5590617657, z=-0.0461840890
right_eye: x=0.2332482338, y=-0.5590617657, z=-0.0461840890
left_ear: x=0.2332482338, y=-0.5590617657, z=-0.0461840890
right_ear: x=0.2332482338, y=-0.5590617657, z=-0.0461840890
left_shoulder: x=0.0938625112, y=-0.4714924693, z=0.1044291928
right_shoulder: x=0.0458932221, y=-0.5017342567, z=-0.2073600888
left_elbow: x=0.0602088459, y=-0.2416228056, z=0.2352072299
right_elbow: x=-0.0725782365, y=-0.2968304157, z=-0.3143441081
left_wrist: x=0.1852495223, y=-0.0986253768, z=0.1952699870
right_wrist: x=0.1478444785, y=-0.1304648668, z=-0.2783787847
left_hip: x=0.0126049314, y=-0.0024080426, z=0.1126946062
right_hip: x=-0.0195438638, y=0.0027105436, z=-0.1172621548
left_knee: x=0.2148539424, y=0.2868475914, z=0.2122252733
right_knee: x=0.1873400062, y=0.3311109245, z=-0.0818377063
left_ankle: x=-0.0453249700, y=0.5350757241, z=0.2292613536
right_ankle: x=-0.1144213825, y=0.6081031561, z=-0.0130993715
