nose: x=0.1011013091, y=-0.5375670791, z=-0.1161190048
left_eye: x=0.1011013091, y=-0.5375670791, z=-0.1161190048
right_eye: x=0.1011013091, y=-0.5375670791, z=-0.1161190048
left_ear: x=0.1011013091, y=-0.5375670791, z=-0.1161190048
right_ear: x=0.1011013091, y=-0.5375670791, z=-0.1161190048
left_shoulder: x=0.0003153179, y=-0.4418266118, z=0.0323839076
right_shoulder: x=-0.0469187051, y=-0.4759787619, z=-0.2245026529
left_elbow: x=-0.0100485608, y=-0.2225669324, z=0.1689890176
right_elbow: x=-0.1040747911, y=-0.2915817201, z=-0.3287709951
left_wrist: x=0.1256141663, y=-0.1158276349, z=0.0836060941
right_wrist: x=0.1116540432, y=-0.1486726552, z=-0.2271189094
left_hip: x=0.0121934898, y=0.0042060688, z=0.1132757142
right_hip: x=-0.0127834259, y=0.0003511384, z=-0.1174098700
left_knee: x=-0.0021871338, y=0.3983356059, z=0.1467903852
right_knee: x=-0.0096145533, y=0.4093813002, z=-0.0069987373
left_ankle: x=-0.0646335483, y=0.8024295568, z=0.1859710813
right_ankle: x=-0.0805927590, y=0.8278148174, z=0.0803412274
