nose: x=0.3556599021, y=-0.5343493223, z=0.0003646454
left_eye: x=0.3556599021, y=-0.5343493223, z=0.0003646454
right_eye: x=0.3556599021, y=-0.5343493223, z=0.0003646454
left_ear: x=0.3556599021, y=-0.5343493223, z=0.0003646454
right_ear: x=0.3556599021, y=-0.5343493223, z=0.0003646454
left_shoulder: x=0.1401875913, y=-0.4650616050, z=0.1550346911
right_shoulder: x=0.1865750551, y=-0.4757217467, z=-0.1531685293
left_elbow: x=0.1550715864, y=-0.1706551611, z=0.1722354591
right_elbow: x=0.1749897301, y=-0.1534351408, z=-0.1862753332
left_wrist: x=0.2517710924, y=0.0439235754, z=0.1798042059
right_wrist: x=0.3660730422, y=0.0979165733, z=-0.2100164592
left_hip: x=0.0096885636, y=-0.0141807534, z=0.1072995365
right_hip: x=-0.0021133479, y=0.0224186294, z=-0.1123199165
left_knee: x=0.2905004621, y=0.1296446472, z=0.2528290153
right_knee: x=0.2992582917, y=0.2128709257, z=-0.0918776244
left_ankle: x=-0.0055993209, y=0.1160876602, z=0.1632646322
right_ankle: x=-0.0148648527, y=0.2093122900, z=-0.0575395748
