nose: x=0.0990837663, y=-0.5385624170, z=-0.1145747080
left_eye: x=0.0990837663, y=-0.5385624170, z=-0.1145747080
right_eye: x=0.0990837663, y=-0.5385624170, z=-0.1145747080
left_ear: x=0.0990837663, y=-0.5385624170, z=-0.1145747080
right_ear: x=0.0990837663, y=-0.5385624170, z=-0.1145747080
left_shoulder: x=-0.0018875812, y=-0.4404676557, z=0.0333967768
right_shoulder: x=-0.0474939570, y=-0.4752058685, z=-0.2232852578
left_elbow: x=-0.0132766524, y=-0.2204116881, z=0.1698251367
right_elbow: x=-0.1042688861, y=-0.2906157672, z=-0.3274524212
left_wrist: x=0.1234603301, y=-0.1135764793, z=0.0829190910
right_wrist: x=0.1112512648, y=-0.1480410397, z=-0.2239129096
left_hip: x=0.0118980836, y=0.0042327940, z=0.1130780280
right_hip: x=-0.0126574701, y=0.0003262684, z=-0.1170051694
left_knee: x=-0.0042235982, y=0.3988340497, z=0.1467787474
right_knee: x=-0.0116755273, y=0.4094367027, z=-0.0062104845
left_ankle: x=-0.0649271384, y=0.8035894632, z=0.1854367554
right_ankle: x=-0.0814282373, y=0.8284708858, z=0.0814182237
