nose: x=0.0976079702, y=-0.5388257504, z=-0.1138364449
left_eye: x=0.0976079702, y=-0.5388257504, z=-0.1138364449
right_eye: x=0.0976079702, y=-0.5388257504, z=-0.1138364449
left_ear: x=0.0976079702, y=-0.5388257504, z=-0.1138364449
right_ear: x=0.0976079702, y=-0.5388257504, z=-0.1138364449
left_shoulder: x=-0.0037583811, y=-0.4397306442, z=0.0337432846
right_shoulder: x=-0.0482461192, y=-0.4745855331, z=-0.2224879265
left_elbow: x=-0.0157737583, y=-0.2194007039, z=0.1703049839
right_elbow: x=-0.1037271619, y=-0.2894924879, z=-0.3268154860
left_wrist: x=0.1217914745, y=-0.1127421856, z=0.0828942657
right_wrist: x=0.1111305505, y=-0.1473140270, z=-0.2221256942
left_hip: x=0.0116714351, y=0.0042572170, z=0.1130867600
right_hip: x=-0.0126647335, y=0.0003027320, z=-0.1168512329
left_knee: x=-0.0059919567, y=0.3990641832, z=0.1468110979
right_knee: x=-0.0139424875, y=0.4093400240, z=-0.0056699188
left_ankle: x=-0.0650977045, y=0.8048249483, z=0.1850007921
right_ankle: x=-0.0817185640, y=0.8291942477, z=0.0815321654
