nose: x=0.0947587341, y=-0.5390075445, z=-0.1118038893
left_eye: x=0.0947587341, y=-0.5390075445, z=-0.1118038893
right_eye: x=0.0947587341, y=-0.5390075445, z=-0.1118038893
left_ear: x=0.0947587341, y=-0.5390075445, z=-0.1118038893
right_ear: x=0.0947587341, y=-0.5390075445, z=-0.1118038893
left_shoulder: x=-0.0081395991, y=-0.4378727376, z=0.0348957852
right_shoulder: x=-0.0495764390, y=-0.4733399153, z=-0.2203677297
left_elbow: x=-0.0267361701, y=-0.2147695273, z=0.1686613411
right_elbow: x=-0.1012958288, y=-0.2867634892, z=-0.3254249692
left_wrist: x=0.1161088794, y=-0.1112994850, z=0.0824866742
right_wrist: x=0.1110997126, y=-0.1459534317, z=-0.2179471254
left_hip: x=0.0111647286, y=0.0044481307, z=0.1131448075
right_hip: x=-0.0124541419, y=0.0002463385, z=-0.1166231334
left_knee: x=-0.0087020304, y=0.3992691338, z=0.1468984485
right_knee: x=-0.0175543129, y=0.4090238512, z=-0.0050593317
left_ankle: x=-0.0648033172, y=0.8050488234, z=0.1835954934
right_ankle: x=-0.0818656087, y=0.8287940025, z=0.0804140568
