nose: x=0.0933600888, y=-0.5390924811, z=-0.1112350598
left_eye: x=0.0933600888, y=-0.5390924811, z=-0.1112350598
right_eye: x=0.0933600888, y=-0.5390924811, z=-0.1112350598
left_ear: x=0.0933600888, y=-0.5390924811, z=-0.1112350598
right_ear: x=0.0933600888, y=-0.5390924811, z=-0.1112350598
left_shoulder: x=-0.0105268266, y=-0.4372451007, z=0.0349675901
right_shoulder: x=-0.0502105020, y=-0.4727491736, z=-0.2197597921
left_elbow: x=-0.0316142738, y=-0.2132761478, z=0.1678435504
right_elbow: x=-0.1001401097, y=-0.2857581973, z=-0.3252448142
left_wrist: x=0.1134789288, y=-0.1110583991, z=0.0823692009
right_wrist: x=0.1113009900, y=-0.1454121172, z=-0.2161179930
left_hip: x=0.0108620226, y=0.0044611022, z=0.1131751165
right_hip: x=-0.0122182583, y=0.0002891943, z=-0.1164427996
left_knee: x=-0.0098817023, y=0.3993572593, z=0.1471712589
right_knee: x=-0.0186679829, y=0.4090979695, z=-0.0046790438
left_ankle: x=-0.0648951456, y=0.8049776554, z=0.1831960976
right_ankle: x=-0.0819538534, y=0.8284173608, z=0.0800753534
