nose: x=0.0928364918, y=-0.5392023921, z=-0.1114474088
left_eye: x=0.0928364918, y=-0.5392023921, z=-0.1114474088
right_eye: x=0.0928364918, y=-0.5392023921, z=-0.1114474088
left_ear: x=0.0928364918, y=-0.5392023921, z=-0.1114474088
right_ear: x=0.0928364918, y=-0.5392023921, z=-0.1114474088
left_shoulder: x=-0.0118600279, y=-0.4374917448, z=0.0344275869
right_shoulder: x=-0.0503997728, y=-0.4726991951, z=-0.2199784517
left_elbow: x=-0.0311215818, y=-0.2143063992, z=0.1680130064
right_elbow: x=-0.0994704589, y=-0.2858923972, z=-0.3257926702
left_wrist: x=0.1137458384, y=-0.1120896712, z=0.0823155940
right_wrist: x=0.1117513478, y=-0.1455949396, z=-0.2156741023
left_hip: x=0.0106141418, y=0.0043450370, z=0.1132108420
right_hip: x=-0.0120883463, y=0.0003986135, z=-0.1162924170
left_knee: x=-0.0108398907, y=0.3994818628, z=0.1474206597
right_knee: x=-0.0192106776, y=0.4091128409, z=-0.0046853451
left_ankle: x=-0.0651033074, y=0.8064141273, z=0.1832497716
right_ankle: x=-0.0819767863, y=0.8292955160, z=0.0800462887
