nose: x=0.1771731079, y=-0.5394703150, z=-0.0861202627
left_eye: x=0.1771731079, y=-0.5394703150, z=-0.0861202627
right_eye: x=0.1771731079, y=-0.5394703150, z=-0.0861202627
left_ear: x=0.1771731079, y=-0.5394703150, z=-0.0861202627
right_ear: x=0.1771731079, y=-0.5394703150, z=-0.0861202627
left_shoulder: x=0.0593541004, y=-0.4454203844, z=0.0523410887
right_shoulder: x=0.0023917500, y=-0.4855860472, z=-0.2017270476
left_elbow: x=0.0234513413, y=-0.2136077732, z=0.1860141158
right_elbow: x=-0.0808631480, y=-0.2893348336, z=-0.3126711845
left_wrist: x=0.1461955309, y=-0.0946344733, z=0.0974515080
right_wrist: x=0.1172634810, y=-0.1358280927, z=-0.2226858884
left_hip: x=0.0216083191, y=0.0048023611, z=0.1150182784
right_hip: x=-0.0212698691, y=-0.0034204125, z=-0.1173916310
left_knee: x=0.0569667444, y=0.3960605860, z=0.1512537003
right_knee: x=-0.0299729053, y=0.4009371996, z=-0.0127865188
left_ankle: x=-0.0005292213, y=0.7956583500, z=0.1809624583
right_ankle: x=-0.2247822583, y=0.7640329599, z=0.0614353493
