nose: x=0.4331318140, y=-0.4749610424, z=0.0138236936
left_eye: x=0.4331318140, y=-0.4749610424, z=0.0138236936
right_eye: x=0.4331318140, y=-0.4749610424, z=0.0138236936
left_ear: x=0.4331318140, y=-0.4749610424, z=0.0138236936
right_ear: x=0.4331318140, y=-0.4749610424, z=0.0138236936
left_shoulder: x=0.2308505177, y=-0.4186754227, z=0.1740336120
right_shoulder: x=0.2532733083, y=-0.4533731937, z=-0.1283051521
left_elbow: x=0.2362843454, y=-0.1227173731, z=0.1527852565
right_elbow: x=0.2320869565, y=-0.1278021485, z=-0.1646910459
left_wrist: x=0.3352821469, y=0.1105077490, z=0.1653343439
right_wrist: x=0.4029373229, y=0.1548311561, z=-0.1848085821
left_hip: x=0.0110130357, y=-0.0094202869, z=0.1087368205
right_hip: x=-0.0042558331, y=0.0167784169, z=-0.1146938801
left_knee: x=0.3134476542, y=0.1099359691, z=0.2399158627
right_knee: x=0.3537501097, y=0.1569811255, z=-0.1110589057
left_ankle: x=-0.0035975110, y=0.1295711100, z=0.1709654778
right_ankle: x=0.0401804894, y=0.2137659788, z=-0.0649357587
