nose: x=0.3456205130, y=-0.5447766185, z=-0.0033057965
left_eye: x=0.3456205130, y=-0.5447766185, z=-0.0033057965
right_eye: x=0.3456205130, y=-0.5447766185, z=-0.0033057965
left_ear: x=0.3456205130, y=-0.5447766185, z=-0.0033057965
right_ear: x=0.3456205130, y=-0.5447766185, z=-0.0033057965
left_shoulder: x=0.1271308511, y=-0.4721007049, z=0.1570372283
right_shoulder: x=0.1707206666, y=-0.4865306318, z=-0.1511201560
left_elbow: x=0.1161420494, y=-0.1917242706, z=0.2149845064
right_elbow: x=0.1306103617, y=-0.1778630018, z=-0.2391107678
left_wrist: x=0.2538449168, y=-0.0360032320, z=0.2353459299
right_wrist: x=0.3799641728, y=-0.0156757459, z=-0.3056142330
left_hip: x=0.0083369249, y=-0.0102159902, z=0.1094482765
right_hip: x=-0.0038946983, y=0.0174534619, z=-0.1124264002
left_knee: x=0.2819346189, y=0.1702301651, z=0.2488619387
right_knee: x=0.2798175216, y=0.2436236888, z=-0.1232895851
left_ankle: x=-0.0169097558, y=0.1459068358, z=0.1542270631
right_ankle: x=-0.0182796847, y=0.2364075333, z=-0.0606459081
