nose: x=0.4305257201, y=-0.4783505201, z=0.0131372735
left_eye: x=0.4305257201, y=-0.4783505201, z=0.0131372735
right_eye: x=0.4305257201, y=-0.4783505201, z=0.0131372735
left_ear: x=0.4305257201, y=-0.4783505201, z=0.0131372735
right_ear: x=0.4305257201, y=-0.4783505201, z=0.0131372735
left_shoulder: x=0.2272552252, y=-0.4216004014, z=0.1731027067
right_shoulder: x=0.2507951856, y=-0.4543361068, z=-0.1295448989
left_elbow: x=0.2333838493, y=-0.1255521625, z=0.1533597708
right_elbow: x=0.2317698002, y=-0.1289253235, z=-0.1648762673
left_wrist: x=0.3314537406, y=0.1078820303, z=0.1648791730
right_wrist: x=0.4023348391, y=0.1537571698, z=-0.1852551699
left_hip: x=0.0103931502, y=-0.0100148544, z=0.1086944267
right_hip: x=-0.0038533574, y=0.0171454921, z=-0.1144600213
left_knee: x=0.3122010827, y=0.1108532771, z=0.2410410792
right_knee: x=0.3541689515, y=0.1574930549, z=-0.1105319187
left_ankle: x=-0.0024632839, y=0.1292529106, z=0.1701363027
right_ankle: x=0.0458917506, y=0.2133388221, z=-0.0661998540
