nose: x=0.1419533491, y=-0.6285256147, z=-0.0315723345
left_eye: x=0.1419533491, y=-0.6285256147, z=-0.0315723345
right_eye: x=0.1419533491, y=-0.6285256147, z=-0.0315723345
left_ear: x=0.1419533491, y=-0.6285256147, z=-0.0315723345
right_ear: x=0.1419533491, y=-0.6285256147, z=-0.0315723345
left_shoulder: x=-0.0028022206, y=-0.5033932924, z=0.1158651859
right_shoulder: x=-0.0249118730, y=-0.5249387622, z=-0.1645493507
left_elbow: x=-0.0115667609, y=-0.2340819240, z=0.2067027688
right_elbow: x=-0.1790500134, y=-0.2521657050, z=-0.2092281729
left_wrist: x=0.1227002591, y=-0.1057659537, z=0.2165087014
right_wrist: x=0.0477492958, y=-0.1153131723, z=-0.2362986803
left_hip: x=0.0071587851, y=-0.0132881254, z=0.1093136594
right_hip: x=-0.0101429746, y=0.0161661729, z=-0.1119408458
left_knee: x=0.2651444077, y=0.1417030245, z=0.2503563464
right_knee: x=0.2597455680, y=0.2338343561, z=-0.1527759135
left_ankle: x=-0.0493520722, y=0.1561755240, z=0.1672451496
right_ankle: x=-0.0485177673, y=0.2468372583, z=-0.0614281148
