nose: x=0.0992806181, y=-0.5375004411, z=-0.1158195809
left_eye: x=0.0992806181, y=-0.5375004411, z=-0.1158195809
right_eye: x=0.0992806181, y=-0.5375004411, z=-0.1158195809
left_ear: x=0.0992806181, y=-0.5375004411, z=-0.1158195809
right_ear: x=0.0992806181, y=-0.5375004411, z=-0.1158195809
left_shoulder: x=-0.0081307711, y=-0.4419305325, z=0.0314645618
right_shoulder: x=-0.0570167825, y=-0.4761127830, z=-0.2203515619
left_elbow: x=-0.0235511716, y=-0.2225162983, z=0.1705211401
right_elbow: x=-0.1121082082, y=-0.2913058102, z=-0.3333529532
left_wrist: x=0.1153827012, y=-0.1217374057, z=0.0886995494
right_wrist: x=0.1027746350, y=-0.1465896666, z=-0.2388378680
left_hip: x=0.0140165929, y=0.0034030378, z=0.1151580662
right_hip: x=-0.0144584998, y=-0.0001779199, z=-0.1186036319
left_knee: x=-0.0105352756, y=0.3954372406, z=0.1519764364
right_knee: x=-0.0214159936, y=0.4079147577, z=-0.0069200778
left_ankle: x=-0.0662768483, y=0.8005048037, z=0.1893821359
right_ankle: x=-0.0811563805, y=0.8253378868, z=0.0727075860
