nose: x=0.4136981070, y=-0.4975696802, z=0.0098810345
left_eye: x=0.4136981070, y=-0.4975696802, z=0.0098810345
right_eye: x=0.4136981070, y=-0.4975696802, z=0.0098810345
left_ear: x=0.4136981070, y=-0.4975696802, z=0.0098810345
right_ear: x=0.4136981070, y=-0.4975696802, z=0.0098810345
left_shoulder: x=0.2044716924, y=-0.4385395348, z=0.1692585647
right_shoulder: x=0.2373287678, y=-0.4620918036, z=-0.1353899390
left_elbow: x=0.2129057199, y=-0.1434732676, z=0.1598607004
right_elbow: x=0.2251865566, y=-0.1387333721, z=-0.1687314361
left_wrist: x=0.3048114777, y=0.0852233320, z=0.1683048010
right_wrist: x=0.4002925754, y=0.1360221058, z=-0.1891677082
left_hip: x=0.0060679051, y=-0.0127186999, z=0.1084186733
right_hip: x=-0.0004889104, y=0.0192322433, z=-0.1129941940
left_knee: x=0.3125571012, y=0.1117593050, z=0.2430230528
right_knee: x=0.3598440588, y=0.1590217054, z=-0.1096491963
left_ankle: x=0.0035293279, y=0.1233792454, z=0.1661018133
right_ankle: x=0.0554062128, y=0.2105505764, z=-0.0677160472
