nose: x=0.2138577700, y=-0.5476198196, z=-0.0676981360
left_eye: x=0.2138577700, y=-0.5476198196, z=-0.0676981360
right_eye: x=0.2138577700, y=-0.5476198196, z=-0.0676981360
left_ear: x=0.2138577700, y=-0.5476198196, z=-0.0676981360
right_ear: x=0.2138577700, y=-0.5476198196, z=-0.0676981360
left_shoulder: x=0.0851561353, y=-0.4574200511, z=0.0794158727
right_shoulder: x=0.0181581378, y=-0.4959879816, z=-0.2069808692
left_elbow: x=0.0443193167, y=-0.2286504656, z=0.2174627483
right_elbow: x=-0.0801983103, y=-0.2910233736, z=-0.3117541075
left_wrist: x=0.1622810960, y=-0.0958695859, z=0.1285674274
right_wrist: x=0.1328956187, y=-0.1301130056, z=-0.2537008524
left_hip: x=0.0178704690, y=0.0002980679, z=0.1168480963
right_hip: x=-0.0225304160, y=0.0010797530, z=-0.1190499365
left_knee: x=0.1671321988, y=0.3377153277, z=0.2109381855
right_knee: x=0.1195375845, y=0.3705821037, z=-0.0449129120
left_ankle: x=-0.0830973685, y=0.6360055208, z=0.2185991406
right_ankle: x=-0.1444392502, y=0.7009509802, z=0.0275845267
