nose: x=0.1845939755, y=-0.5427465439, z=-0.0793069303
left_eye: x=0.1845939755, y=-0.5427465439, z=-0.0793069303
right_eye: x=0.1845939755, y=-0.5427465439, z=-0.0793069303
left_ear: x=0.1845939755, y=-0.5427465439, z=-0.0793069303
right_ear: x=0.1845939755, y=-0.5427465439, z=-0.0793069303
left_shoulder: x=0.0647597685, y=-0.4474017918, z=0.0629123300
right_shoulder: x=0.0014141472, y=-0.4897681773, z=-0.1990096271
left_elbow: x=0.0259494446, y=-0.2142265588, z=0.1957215965
right_elbow: x=-0.0878487825, y=-0.2909034491, z=-0.3093551695
left_wrist: x=0.1447782815, y=-0.0932465568, z=0.0978314281
right_wrist: x=0.1155123562, y=-0.1342678368, z=-0.2263598591
left_hip: x=0.0193604883, y=0.0035712868, z=0.1148025841
right_hip: x=-0.0216875039, y=-0.0024205595, z=-0.1184831560
left_knee: x=0.1016401872, y=0.3781604469, z=0.1845228374
right_knee: x=0.0113147236, y=0.3949017525, z=-0.0096281338
left_ankle: x=-0.0402610339, y=0.7493842840, z=0.1902525723
right_ankle: x=-0.2086119652, y=0.7478656173, z=0.0574447401
