nose: x=0.1740670651, y=-0.5369997025, z=-0.0891405344
left_eye: x=0.1740670651, y=-0.5369997025, z=-0.0891405344
right_eye: x=0.1740670651, y=-0.5369997025, z=-0.0891405344
left_ear: x=0.1740670651, y=-0.5369997025, z=-0.0891405344
right_ear: x=0.1740670651, y=-0.5369997025, z=-0.0891405344
left_shoulder: x=0.0572214499, y=-0.4448228478, z=0.0491888523
right_shoulder: x=0.0000124718, y=-0.4834762216, z=-0.2031643689
left_elbow: x=0.0230201073, y=-0.2136778533, z=0.1834587157
right_elbow: x=-0.0808644444, y=-0.2860684395, z=-0.3127544522
left_wrist: x=0.1460478902, y=-0.0949042141, z=0.0971657112
right_wrist: x=0.1175431758, y=-0.1349207908, z=-0.2226509154
left_hip: x=0.0219920799, y=0.0050806552, z=0.1149386168
right_hip: x=-0.0216724649, y=-0.0037242770, z=-0.1175965965
left_knee: x=0.0504881404, y=0.3985314667, z=0.1470065117
right_knee: x=-0.0328450575, y=0.4022151828, z=-0.0153356912
left_ankle: x=-0.0052011302, y=0.7979243994, z=0.1786478758
right_ankle: x=-0.2278481275, y=0.7644801140, z=0.0596983097
