nose: x=0.2181504369, y=-0.6081613898, z=-0.0074440562
left_eye: x=0.2181504369, y=-0.6081613898, z=-0.0074440562
right_eye: x=0.2181504369, y=-0.6081613898, z=-0.0074440562
left_ear: x=0.2181504369, y=-0.6081613898, z=-0.0074440562
right_ear: x=0.2181504369, y=-0.6081613898, z=-0.0074440562
left_shoulder: x=0.0274507627, y=-0.5023950934, z=0.1286232024
right_shoulder: x=0.0642823726, y=-0.5218000412, z=-0.1633822769
left_elbow: x=0.0113195181, y=-0.1950304657, z=0.1613632739
right_elbow: x=-0.0010030833, y=-0.2169006169, z=-0.2230653912
left_wrist: x=0.1176954657, y=0.0082177445, z=0.1575585008
right_wrist: x=0.1555219889, y=0.0390196592, z=-0.2446758449
left_hip: x=0.0015329579, y=-0.0119394138, z=0.1084125713
right_hip: x=0.0033023073, y=0.0155237392, z=-0.1099586412
left_knee: x=0.2409709543, y=0.1806014925, z=0.2755387425
right_knee: x=0.3049936891, y=0.2450156212, z=-0.1086582169
left_ankle: x=-0.0109456470, y=0.2003524601, z=0.1140476167
right_ankle: x=0.0673707649, y=0.2734135985, z=-0.1063499302
