nose: x=0.1018904969, y=-0.5368214846, z=-0.1171758771
left_eye: x=0.1018904969, y=-0.5368214846, z=-0.1171758771
right_eye: x=0.1018904969, y=-0.5368214846, z=-0.1171758771
left_ear: x=0.1018904969, y=-0.5368214846, z=-0.1171758771
right_ear: x=0.1018904969, y=-0.5368214846, z=-0.1171758771
left_shoulder: x=0.0006829398, y=-0.4428700805, z=0.0315597057
right_shoulder: x=-0.0472727902, y=-0.4762473702, z=-0.2252312601
left_elbow: x=-0.0090361750, y=-0.2242792398, z=0.1686017811
right_elbow: x=-0.1033972353, y=-0.2913959920, z=-0.3299296498
left_wrist: x=0.1263912916, y=-0.1188266501, z=0.0845769942
right_wrist: x=0.1118205488, y=-0.1483965665, z=-0.2293794453
left_hip: x=0.0124446973, y=0.0041179135, z=0.1135310084
right_hip: x=-0.0129372049, y=0.0003804490, z=-0.1176308990
left_knee: x=-0.0019606887, y=0.3978605866, z=0.1471814215
right_knee: x=-0.0098980628, y=0.4091282487, z=-0.0067799622
left_ankle: x=-0.0642500743, y=0.8018019199, z=0.1862792224
right_ankle: x=-0.0802671760, y=0.8276438713, z=0.0795408189
