nose: x=0.3014522791, y=-0.5754829645, z=-0.0120498585
left_eye: x=0.3014522791, y=-0.5754829645, z=-0.0120498585
right_eye: x=0.3014522791, y=-0.5754829645, z=-0.0120498585
left_ear: x=0.3014522791, y=-0.5754829645, z=-0.0120498585
right_ear: x=0.3014522791, y=-0.5754829645, z=-0.0120498585
left_shoulder: x=0.0964047015, y=-0.4875833392, z=0.1473468095
right_shoulder: x=0.1250594556, y=-0.5033030510, z=-0.1570165008
left_elbow: x=0.0860527009, y=-0.2071740329, z=0.2186762691
right_elbow: x=0.0568821281, y=-0.2079334557, z=-0.2549095750
left_wrist: x=0.2221325785, y=-0.0566381887, z=0.2362466156
right_wrist: x=0.2971605062, y=-0.0740409642, z=-0.3071125150
left_hip: x=0.0073902518, y=-0.0109534785, z=0.1110386848
right_hip: x=-0.0051586851, y=0.0171986222, z=-0.1124332398
left_knee: x=0.2934959233, y=0.1439132988, z=0.2494422793
right_knee: x=0.3165996075, y=0.2079484910, z=-0.1326022595
left_ankle: x=-0.0258896500, y=0.1479947865, z=0.1567130685
right_ankle: x=-0.0220261402, y=0.2366475910, z=-0.0561651103
