nose: x=0.2819883227, y=-0.5796564221, z=-0.0073378845
left_eye: x=0.2819883227, y=-0.5796564221, z=-0.0073378845
right_eye: x=0.2819883227, y=-0.5796564221, z=-0.0073378845
left_ear: x=0.2819883227, y=-0.5796564221, z=-0.0073378845
right_ear: x=0.2819883227, y=-0.5796564221, z=-0.0073378845
left_shoulder: x=0.0698730871, y=-0.4931126535, z=0.1335050315
right_shoulder: x=0.1283088624, y=-0.5017696023, z=-0.1618987918
left_elbow: x=0.0910910517, y=-0.1837162971, z=0.1701680124
right_elbow: x=0.1043759435, y=-0.1813589483, z=-0.2159603983
left_wrist: x=0.2012315392, y=0.0114829019, z=0.1658416986
right_wrist: x=0.2803857923, y=0.0644137561, z=-0.2397961468
left_hip: x=0.0027761841, y=-0.0140854605, z=0.1088408679
right_hip: x=0.0011774388, y=0.0223190635, z=-0.1111420318
left_knee: x=0.2789992094, y=0.1449071765, z=0.2622770667
right_knee: x=0.3039852977, y=0.2109513879, z=-0.0972806215
left_ankle: x=0.0132970046, y=0.1476541460, z=0.1331649125
right_ankle: x=0.0172830075, y=0.2301177382, z=-0.0764173269
